"","airport","time","summary","precipIntensity","precipProbability","temperature","apparentTemperature","dewPoint","humidity","pressure","windSpeed","windGust","windBearing","cloudCover","uvIndex","visibility","ozone","precipType","precipAccumulation","time2"
"304","Highland",2019-12-12 15:00:00,"Mostly Cloudy",0,0,43.95,36.88,27.53,0.52,1019.01,14.25,29.67,201.022204968714,0.63,0,10,316.77,"",NA,2019-12-12 15:00:00
"305","Highland",2019-12-12 16:00:00,"Mostly Cloudy",0,0,43.6,36.58,27.63,0.53,1019.15,14.37,27.69,193.066242141217,0.66,0,10,316.92,"",NA,2019-12-12 16:00:00
"306","Highland",2019-12-12 17:00:00,"Mostly Cloudy",0,0,42.19,34.95,27.6,0.57,1019.21,12.35,23.72,192.043460320972,0.68,0,10,317.92,"",NA,2019-12-12 17:00:00
"307","Highland",2019-12-12 18:00:00,"Mostly Cloudy",0,0,42.53,36.46,27.32,0.55,1018.9,10.4,15.02,190.056048546872,0.78,0,10,317.61,"",NA,2019-12-12 18:00:00
"308","Highland",2019-12-12 19:00:00,"Mostly Cloudy",0,0,41.32,35.47,27.94,0.58,1018.58,9.84,17.43,193.039008682279,0.79,0,10,319.28,"",NA,2019-12-12 19:00:00
"309","Highland",2019-12-12 20:00:00,"Overcast",0,0,41.3,34.87,27.55,0.58,1018.67,10.21,17.14,196.098367083746,0.96,0,10,321.53,"",NA,2019-12-12 20:00:00
"310","Highland",2019-12-12 21:00:00,"Overcast",0,0,40.44,34.15,27.4,0.59,1018.64,10.54,17.24,193.04969333773,0.95,0,10,323.75,"",NA,2019-12-12 21:00:00
"311","Highland",2019-12-12 22:00:00,"Overcast",0,0,39.65,32.65,26.72,0.6,1018.15,10.64,16.29,204.004259460633,0.94,0,10,325.4,"",NA,2019-12-12 22:00:00
"312","Highland",2019-12-12 23:00:00,"Overcast",0,0,38.53,32.28,25.8,0.61,1017.55,8.77,13.68,198.013922265526,0.88,0,10,326.72,"",NA,2019-12-12 23:00:00
"313","Highland",2019-12-13 00:00:00,"Mostly Cloudy",0,0,37.82,31.01,25.42,0.61,1016.86,9.73,11.76,200.073122085423,0.87,0,10,327.11,"",NA,2019-12-13 00:00:00
"314","Highland",2019-12-13 01:00:00,"Mostly Cloudy",0,0,37.01,30.76,25.29,0.62,1016.16,8.99,12.77,201.091262742212,0.84,0,10,327.5,"",NA,2019-12-13 01:00:00
"315","Highland",2019-12-13 02:00:00,"Overcast",0,0,36.81,30.27,25.28,0.63,1016.43,8.46,11.74,206.012597879858,0.88,0,10,327.37,"",NA,2019-12-13 02:00:00
"316","Highland",2019-12-13 03:00:00,"Overcast",0,0,35.71,29.62,24.82,0.65,1016.03,7.21,9.53,206.046010439043,0.9,0,10,327.33,"",NA,2019-12-13 03:00:00
"317","Highland",2019-12-13 04:00:00,"Mostly Cloudy",0,0,35.32,29.74,24.84,0.66,1015.37,6.46,8.55,214.086215086544,0.77,0,10,327.41,"",NA,2019-12-13 04:00:00
"318","Highland",2019-12-13 05:00:00,"Mostly Cloudy",0,0,34.4,29.07,25.4,0.69,1015.3,5.96,7.37,221.055180021088,0.83,0,10,327.65,"",NA,2019-12-13 05:00:00
"319","Highland",2019-12-13 06:00:00,"Mostly Cloudy",0,0,35.53,31.62,25.01,0.67,1015.19,4.28,4.8,217.001742256764,0.81,0,10,329.12,"",NA,2019-12-13 06:00:00
"320","Highland",2019-12-13 07:00:00,"Mostly Cloudy",0,0,35.23,32.17,25.58,0.68,1014.89,3.49,4.82,198.052087226028,0.66,0,10,329.84,"",NA,2019-12-13 07:00:00
"321","Highland",2019-12-13 08:00:00,"Mostly Cloudy",0,0,35.03,31.33,25.88,0.7,1014.93,4.36,4.79,207.028875658186,0.73,0,10,330.42,"",NA,2019-12-13 08:00:00
"322","Highland",2019-12-13 09:00:00,"Mostly Cloudy",0,0,35.91,32.67,27.54,0.72,1014.99,4.02,5.06,218.021337344788,0.63,0,10,331.17,"",NA,2019-12-13 09:00:00
"323","Highland",2019-12-13 10:00:00,"Mostly Cloudy",0,0,37.41,33.63,27.85,0.68,1014.63,4.45,4.75,210.093661766534,0.62,1,10,332.24,"",NA,2019-12-13 10:00:00
"324","Highland",2019-12-13 11:00:00,"Mostly Cloudy",0,0,39.36,36.81,28.15,0.64,1014.07,3.82,7.64,197.010572694621,0.62,1,10,333.78,"",NA,2019-12-13 11:00:00
"325","Highland",2019-12-13 12:00:00,"Partly Cloudy",0,0,43.59,40.46,29.03,0.56,1012.95,5.11,5.13,165.082970048402,0.5,1,10,335.24,"",NA,2019-12-13 12:00:00
"326","Highland",2019-12-13 13:00:00,"Partly Cloudy",0,0,44.72,41.75,29.81,0.56,1012.31,5.16,5.21,186.07530097447,0.33,1,10,336.36,"",NA,2019-12-13 13:00:00
"327","Highland",2019-12-13 14:00:00,"Clear",0,0,44.89,42.2,30.02,0.56,1011.65,5.44,5.26,202.059282317508,0.08,1,10,335.58,"",NA,2019-12-13 14:00:00
"328","Highland",2019-12-13 15:00:00,"Clear",0,0,44.83,41.37,31.02,0.59,1011.43,5.92,5.98,209.032486423653,0.04,0,10,335.16,"",NA,2019-12-13 15:00:00
"329","Highland",2019-12-13 16:00:00,"Clear",0,0,42.62,40.8,30.74,0.62,1011.55,3.43,3.59,234.008277047262,0.19,0,10,336.25,"",NA,2019-12-13 16:00:00
"330","Highland",2019-12-13 17:00:00,"Partly Cloudy",0,0,41.14,41.05,29.15,0.63,1011.65,3.05,2.97,238.066874515419,0.33,0,10,337.92,"",NA,2019-12-13 17:00:00
"331","Highland",2019-12-13 18:00:00,"Partly Cloudy",0,0,38.83,38.56,28.72,0.68,1011.31,2.64,2.68,226.095922574687,0.45,0,10,339.49,"",NA,2019-12-13 18:00:00
"332","Highland",2019-12-13 19:00:00,"Mostly Cloudy",0,0,37.67,37.34,28.9,0.71,1011.07,2.11,3,201.017979665413,0.66,0,10,340.6,"",NA,2019-12-13 19:00:00
"333","Highland",2019-12-13 20:00:00,"Mostly Cloudy",0,0,35.62,35.6,28.78,0.76,1010.78,1.91,2.39,289.012614697126,0.71,0,10,342.98,"",NA,2019-12-13 20:00:00
"334","Highland",2019-12-13 21:00:00,"Mostly Cloudy",0,0,35.66,35.78,28.42,0.74,1010.36,1.61,2.3,279.047516416118,0.81,0,10,345.52,"",NA,2019-12-13 21:00:00
"335","Highland",2019-12-13 22:00:00,"Mostly Cloudy",0,0,35.35,35.19,28.44,0.76,1009.8,2.02,2.85,274.085135722803,0.81,0,10,347.48,"",NA,2019-12-13 22:00:00
"336","Highland",2019-12-13 23:00:00,"Mostly Cloudy",0,0,35.17,35.06,27.7,0.74,1009.28,2.62,2.42,322.000531529756,0.76,0,10,349.69,"",NA,2019-12-13 23:00:00
"337","Highland",2019-12-14 00:00:00,"Mostly Cloudy",0,0,34.43,34.4,27.17,0.75,1008.1,2.29,2.41,288.078883369859,0.72,0,10,351.25,"",NA,2019-12-14 00:00:00
"338","Highland",2019-12-14 01:00:00,"Mostly Cloudy",0,0,34.31,34.37,27.16,0.75,1007.61,3.3,2.96,302.008630661168,0.7,0,10,351.4,"",NA,2019-12-14 01:00:00
"339","Highland",2019-12-14 02:00:00,"Mostly Cloudy",0,0,32.84,33.06,26.3,0.76,1007.6,2.53,3.23,338.003229110016,0.67,0,10,352.91,"",NA,2019-12-14 02:00:00
"340","Highland",2019-12-14 03:00:00,"Partly Cloudy",0,0,30.16,30.29,25.2,0.82,1007.51,1.69,2.85,322.014640918537,0.54,0,10,354.17,"",NA,2019-12-14 03:00:00
"341","Highland",2019-12-14 04:00:00,"Partly Cloudy",0,0,29.1,25.94,24.69,0.84,1007.25,3.28,5.26,319.045760630392,0.55,0,10,354.99,"",NA,2019-12-14 04:00:00
"342","Highland",2019-12-14 05:00:00,"Mostly Cloudy",0,0,28.93,24.38,25.34,0.87,1006.83,4.41,4.32,340.093696003557,0.62,0,9.042,355.84,"",NA,2019-12-14 05:00:00
"343","Highland",2019-12-14 06:00:00,"Mostly Cloudy",0,0,30.05,26.51,25.87,0.85,1006.75,3.4,6.22,330.066130563173,0.63,0,8.922,356.99,"",NA,2019-12-14 06:00:00
"344","Highland",2019-12-14 07:00:00,"Mostly Cloudy",0,0,30.13,26.09,26.36,0.86,1006.33,3.7,3.75,299.005962546957,0.68,0,8.943,359.19,"",NA,2019-12-14 07:00:00
"345","Highland",2019-12-14 08:00:00,"Mostly Cloudy",0,0,31.39,25.89,27.26,0.85,1006.88,5.6,5.43,298.015169746514,0.73,0,7.908,359.53,"",NA,2019-12-14 08:00:00
"346","Highland",2019-12-14 09:00:00,"Mostly Cloudy",0,0,32.7,26.51,28.86,0.85,1007.01,7.02,7.02,310.046133459133,0.83,0,7.559,360.84,"",NA,2019-12-14 09:00:00
"347","Highland",2019-12-14 10:00:00,"Mostly Cloudy",0,0,33.31,26.39,28.26,0.82,1007.03,8.05,8.14,316.009028735112,0.86,1,7.755,363.99,"",NA,2019-12-14 10:00:00
"348","Highland",2019-12-14 11:00:00,"Overcast",0,0,33.62,26.52,27.84,0.8,1006.66,8.25,8.2,310.066834960909,0.96,1,7.804,367.92,"",NA,2019-12-14 11:00:00
"349","Highland",2019-12-14 12:00:00,"Overcast",0,0,32.55,25.43,27.47,0.81,1006.45,8.01,7.97,310.035893291562,0.99,1,7.614,369.62,"",NA,2019-12-14 12:00:00
"350","Highland",2019-12-14 13:00:00,"Overcast",0,0,32.01,23.89,26.56,0.8,1006.62,9.43,9.49,297.095607692608,1,1,9.689,374.59,"",NA,2019-12-14 13:00:00
"351","Highland",2019-12-14 14:00:00,"Overcast",0,0,31.33,22.51,25.34,0.79,1007.16,10.03,10.03,299.08197005332,1,1,9.829,369.64,"",NA,2019-12-14 14:00:00
"352","Highland",2019-12-14 15:00:00,"Overcast",0,0,30.73,21.5,23.32,0.75,1008.35,10.85,10.74,294.081690722882,1,0,10,364.52,"",NA,2019-12-14 15:00:00
"353","Highland",2019-12-14 16:00:00,"Overcast",0.0017,0.04,29.41,20.38,20.71,0.7,1008.74,10.12,16.97,291.023513303537,0.98,0,10,359.15,"snow",0.0171,2019-12-14 16:00:00
"354","Highland",2019-12-14 17:00:00,"Overcast",0,0,28.82,19.2,18.17,0.65,1009.21,11.2,17.17,302.043130085127,0.95,0,10,353.72,"",NA,2019-12-14 17:00:00
"355","Highland",2019-12-14 18:00:00,"Overcast",0,0,27.96,18.46,17.71,0.66,1009.16,10.4,10.33,292.067158600795,0.95,0,10,349.93,"",NA,2019-12-14 18:00:00
"356","Highland",2019-12-14 19:00:00,"Overcast",0,0,27.61,16.68,17.2,0.65,1010.03,13.22,17.82,287.008940306809,0.92,0,10,347.24,"",NA,2019-12-14 19:00:00
"357","Highland",2019-12-14 20:00:00,"Overcast",0,0,27.67,17.07,16.62,0.63,1011.05,12.48,12.23,299.000954146901,0.91,0,10,349.68,"",NA,2019-12-14 20:00:00
"358","Highland",2019-12-14 21:00:00,"Overcast",0,0,25.98,15.34,15.81,0.65,1011.88,11.67,11.67,288.032738193623,0.9,0,10,351.52,"",NA,2019-12-14 21:00:00
"359","Highland",2019-12-14 22:00:00,"Overcast",0,0,25.87,15.86,15.11,0.63,1012.61,10.58,10.74,291.040071157624,0.9,0,10,352.45,"",NA,2019-12-14 22:00:00
"360","Highland",2019-12-14 23:00:00,"Overcast",0,0,25.54,14.75,13.64,0.6,1012.53,11.89,11.69,282.078689232639,0.9,0,10,352.72,"",NA,2019-12-14 23:00:00
"361","Highland",2019-12-15 00:00:00,"Mostly Cloudy",0,0,24.5,13.59,13.37,0.62,1012.56,11.2,11.08,302.081465219752,0.87,0,10,352.6,"",NA,2019-12-15 00:00:00
"362","Highland",2019-12-15 01:00:00,"Mostly Cloudy",0,0,24.56,14.66,11.92,0.58,1013.4,9.68,10.46,293.005795513503,0.83,0,10,353.38,"",NA,2019-12-15 01:00:00
"363","Highland",2019-12-15 02:00:00,"Mostly Cloudy",0,0,23.96,13.21,10.29,0.55,1014.63,10.88,10.78,293.006460294955,0.76,0,10,354.43,"",NA,2019-12-15 02:00:00
"364","Highland",2019-12-15 03:00:00,"Mostly Cloudy",0,0,21.77,10.87,9.42,0.58,1015.95,9.89,9.82,289.09247776214,0.72,0,10,354.38,"",NA,2019-12-15 03:00:00
"365","Highland",2019-12-15 04:00:00,"Mostly Cloudy",0,0,20.25,10.94,8.59,0.6,1016.67,7.67,8.82,295.02880679759,0.71,0,10,352.44,"",NA,2019-12-15 04:00:00
"366","Highland",2019-12-15 05:00:00,"Mostly Cloudy",0,0,19.77,10.39,8.74,0.62,1017.3,7.39,7.78,304.012511441527,0.69,0,10,349.67,"",NA,2019-12-15 05:00:00
"367","Highland",2019-12-15 06:00:00,"Partly Cloudy",0,0,19.34,11.18,8.88,0.64,1017.74,5.88,5.9,292.079262371362,0.52,0,10,347.31,"",NA,2019-12-15 06:00:00
"368","Highland",2019-12-15 07:00:00,"Partly Cloudy",0,0,19.14,12.04,9.26,0.66,1019.12,4.94,4.82,288.078498801503,0.36,0,10,345.45,"",NA,2019-12-15 07:00:00
"369","Highland",2019-12-15 08:00:00,"Partly Cloudy",0,0,19.14,11.88,10.01,0.67,1019.84,5.35,5.14,269.060469359081,0.42,0,10,343.03,"",NA,2019-12-15 08:00:00
"370","Highland",2019-12-15 09:00:00,"Partly Cloudy",0,0,20.14,11.96,9.9,0.65,1020.73,6.11,5.92,259.07674206692,0.47,0,10,341.44,"",NA,2019-12-15 09:00:00
"371","Highland",2019-12-15 10:00:00,"Partly Cloudy",0,0,21.35,13.6,10.44,0.62,1021.59,5.81,5.93,242.085959775655,0.53,1,10,340.79,"",NA,2019-12-15 10:00:00
"372","Highland",2019-12-15 11:00:00,"Partly Cloudy",0,0,22.04,16.32,11.86,0.63,1021.02,4.42,4.64,301.085313549297,0.5,1,10,340.81,"",NA,2019-12-15 11:00:00
"373","Highland",2019-12-15 12:00:00,"Partly Cloudy",0,0,24.82,24.69,12.55,0.59,1020.44,2.39,2.68,263.026326257673,0.54,1,10,340.1,"",NA,2019-12-15 12:00:00
"374","Highland",2019-12-15 13:00:00,"Partly Cloudy",0,0,25.43,25.25,13.05,0.59,1020.51,2.55,2.72,222.042087203247,0.56,1,10,336.52,"",NA,2019-12-15 13:00:00
"375","Highland",2019-12-15 14:00:00,"Partly Cloudy",0,0,26.36,22.02,13.33,0.57,1020.23,3.84,3.77,185.098444513645,0.57,1,10,333.02,"",NA,2019-12-15 14:00:00
"376","Highland",2019-12-15 15:00:00,"Partly Cloudy",0,0,27.49,22.65,13.25,0.56,1020.35,4.26,4.08,200.036774486579,0.57,0,10,330.36,"",NA,2019-12-15 15:00:00
"377","Highland",2019-12-15 16:00:00,"Mostly Cloudy",0,0,27.3,23.73,13.58,0.56,1020.43,3.3,3.25,194.062608862765,0.73,0,10,330.23,"",NA,2019-12-15 16:00:00
"378","Highland",2019-12-15 17:00:00,"Mostly Cloudy",0,0,25.91,21.72,13.66,0.6,1020.15,3.44,3.41,179.084650314165,0.69,0,10,330.85,"",NA,2019-12-15 17:00:00
"379","Highland",2019-12-15 18:00:00,"Mostly Cloudy",0,0,25.65,21.92,12.85,0.59,1020.03,2.96,3.01,164.08768106627,0.63,0,10,331.05,"",NA,2019-12-15 18:00:00
"380","Highland",2019-12-15 19:00:00,"Mostly Cloudy",0,0,25.54,25.59,13.9,0.6,1020.53,2.94,4.56,171.060265377379,0.86,0,10,329.83,"",NA,2019-12-15 19:00:00
"381","Highland",2019-12-15 20:00:00,"Mostly Cloudy",0,0,26.22,20.73,14.31,0.61,1020.91,4.4,4.42,212.034985529865,0.77,0,10,328.9,"",NA,2019-12-15 20:00:00
"382","Highland",2019-12-15 21:00:00,"Mostly Cloudy",0,0,25.9,25.59,14.88,0.63,1020.97,2.66,2.54,223.069023195536,0.79,0,10,328.53,"",NA,2019-12-15 21:00:00
"383","Highland",2019-12-15 22:00:00,"Mostly Cloudy",0,0,25.85,25.79,15.15,0.64,1021.18,2.37,4.5,176.000328653902,0.85,0,10,328.19,"",NA,2019-12-15 22:00:00
"384","Highland",2019-12-15 23:00:00,"Overcast",0,0,25.71,25.5,15.69,0.66,1020.91,2.43,4.13,348.035054237773,0.93,0,9.289,328.42,"",NA,2019-12-15 23:00:00
"385","Highland",2019-12-16 00:00:00,"Overcast",0,0,25.15,21.43,17.01,0.71,1020.74,3.29,3.1,347.075885161015,0.93,0,7.627,328.08,"",NA,2019-12-16 00:00:00
"386","Highland",2019-12-16 01:00:00,"Mostly Cloudy",0,0,25.11,21.02,18.01,0.74,1020.85,3.22,3.33,346.064660404097,0.85,0,6.634,328.23,"",NA,2019-12-16 01:00:00
"387","Highland",2019-12-16 02:00:00,"Possible Flurries",5e-04,0.29,24.82,19.72,18.21,0.76,1021.5,4.22,3.99,343.007988492681,0.93,0,5.532,328.4,"snow",0.0067,2019-12-16 02:00:00
"388","Highland",2019-12-16 03:00:00,"Mostly Cloudy",3e-04,0.03,24.62,20.21,18.26,0.77,1021.69,3.46,3.46,334.071961932766,0.79,0,7.663,328.96,"snow",0.0037,2019-12-16 03:00:00
"389","Highland",2019-12-16 04:00:00,"Mostly Cloudy",0,0,23.87,18.29,18.57,0.81,1021.73,4.48,4.12,345.061000944172,0.85,0,9.273,330.69,"",NA,2019-12-16 04:00:00
"390","Highland",2019-12-16 05:00:00,"Mostly Cloudy",0,0,24.74,20.58,19.14,0.79,1021.61,3.26,3.75,348.04447182034,0.86,0,9.846,332.66,"",NA,2019-12-16 05:00:00
"391","Highland",2019-12-16 06:00:00,"Overcast",0,0,24.87,19.58,19.43,0.8,1022.65,4.22,3.98,341.010461821208,0.92,0,9.596,333.97,"",NA,2019-12-16 06:00:00
"392","Highland",2019-12-16 07:00:00,"Overcast",0,0,24.79,18.87,19.4,0.81,1023.12,4.64,4.65,341.059632983026,0.91,0,9.675,337.38,"",NA,2019-12-16 07:00:00
"393","Highland",2019-12-16 08:00:00,"Overcast",0,0,26.01,21.18,19.98,0.77,1023.63,4,4.09,336.074557638566,0.92,0,8.825,337.12,"",NA,2019-12-16 08:00:00
"394","Highland",2019-12-16 09:00:00,"Overcast",0,0,26.57,20.82,20.44,0.79,1023.77,4.99,4.81,351.019872545748,0.92,0,8.289,336.23,"",NA,2019-12-16 09:00:00
"395","Highland",2019-12-16 10:00:00,"Overcast",0,0,27.09,20.68,21.18,0.78,1023.6,5.62,5.84,353.063490555196,0.94,1,8.878,334.58,"",NA,2019-12-16 10:00:00
"396","Highland",2019-12-16 11:00:00,"Overcast",2e-04,0.05,28.96,23.43,21.28,0.73,1023.19,5.37,7.83,5.00706084831929,0.95,1,10,332.75,"snow",0.0022,2019-12-16 11:00:00
"397","Highland",2019-12-16 12:00:00,"Overcast",0,0,29.03,23.18,21.9,0.74,1022.58,5.55,5.53,356.020534253659,1,1,10,332.37,"",NA,2019-12-16 12:00:00
"398","Highland",2019-12-16 13:00:00,"Overcast",0,0,29.62,22.78,22.56,0.75,1022.28,6.47,6.4,350.03582671689,1,1,10,332.3,"",NA,2019-12-16 13:00:00
"399","Highland",2019-12-16 14:00:00,"Overcast",0,0,29.67,23.6,22.88,0.75,1022.04,6.11,6.18,355.077802059413,0.98,1,10,332.62,"",NA,2019-12-16 14:00:00
"400","Highland",2019-12-16 15:00:00,"Overcast",0,0,29.93,23.42,22.3,0.73,1021.76,6.43,6.41,350.028329957763,1,0,10,333.26,"",NA,2019-12-16 15:00:00
"401","Highland",2019-12-16 16:00:00,"Overcast",0,0,30.96,24.8,21.97,0.7,1021.82,5.87,5.75,6.08903160955967,0.96,0,10,334.57,"",NA,2019-12-16 16:00:00
"402","Highland",2019-12-16 17:00:00,"Overcast",0,0,30.43,24.64,21.32,0.69,1021.46,5.36,5.83,4.09830979223898,0.96,0,10,336.14,"",NA,2019-12-16 17:00:00
"403","Highland",2019-12-16 18:00:00,"Overcast",0,0,29.39,23.38,20.85,0.71,1021.83,5.82,5.78,355.016335569611,0.95,0,10,337.54,"",NA,2019-12-16 18:00:00
"404","Highland",2019-12-16 19:00:00,"Overcast",0,0,28.97,23.37,20.95,0.72,1021.87,5.2,5.26,343.002671482608,0.93,0,10,343.52,"",NA,2019-12-16 19:00:00
"405","Highland",2019-12-16 20:00:00,"Mostly Cloudy",0,0,28.98,22.79,21,0.72,1021.61,5.75,5.76,342.072872069501,0.77,0,10,343.53,"",NA,2019-12-16 20:00:00
"406","Highland",2019-12-16 21:00:00,"Mostly Cloudy",0,0,27.91,20.51,20.35,0.74,1021.44,6.83,6.59,344.076437251206,0.73,0,10,344.18,"",NA,2019-12-16 21:00:00
"407","Highland",2019-12-16 22:00:00,"Mostly Cloudy",0,0,27.43,19.8,19.75,0.73,1021.56,6.63,7.01,336.090092224349,0.83,0,10,345.08,"",NA,2019-12-16 22:00:00
"408","Highland",2019-12-16 23:00:00,"Mostly Cloudy",0,0,26.84,19.41,18.06,0.7,1021.1,6.89,7.6,337.06724659589,0.8,0,10,346.51,"",NA,2019-12-16 23:00:00
"409","Highland",2019-12-17 00:00:00,"Mostly Cloudy",0,0,26.1,19.41,16.97,0.68,1021.24,5.68,7.28,340.078009977335,0.83,0,10,347.93,"",NA,2019-12-17 00:00:00
"410","Highland",2019-12-17 01:00:00,"Mostly Cloudy",0,0,25.07,17.53,16.34,0.69,1021.19,6.7,7.49,329.036552009869,0.76,0,10,351.36,"",NA,2019-12-17 01:00:00
"411","Highland",2019-12-17 02:00:00,"Partly Cloudy",0,0,23.91,14.37,15.29,0.7,1021.12,8.45,8.58,344.010081332279,0.35,0,10,355.42,"",NA,2019-12-17 02:00:00
"412","Highland",2019-12-17 03:00:00,"Clear",0,0,22.36,12.44,14.3,0.72,1020.75,8.79,9.15,344.099991334017,0.2,0,10,358.46,"",NA,2019-12-17 03:00:00
"413","Highland",2019-12-17 04:00:00,"Clear",0,0,21.38,11.16,14.07,0.73,1020.72,9.27,11.23,342.060469327943,0.21,0,10,360.47,"",NA,2019-12-17 04:00:00
"414","Highland",2019-12-17 05:00:00,"Clear",0,0,20.13,11.37,13.57,0.76,1021.01,6.52,8.06,337.027045033962,0.18,0,10,361.37,"",NA,2019-12-17 05:00:00
"415","Highland",2019-12-17 06:00:00,"Clear",0,0,19.31,12.49,12.33,0.74,1021.4,4.82,5.55,320.089276309248,0.06,0,10,366.23,"",NA,2019-12-17 06:00:00
"416","Highland",2019-12-17 07:00:00,"Clear",0,0,18.87,13.16,12.34,0.75,1021.2,3.69,5.09,289.007359212906,0.12,0,10,370.41,"",NA,2019-12-17 07:00:00
"417","Highland",2019-12-17 08:00:00,"Clear",0,0,19.34,13.31,12.6,0.75,1021.43,4.31,5.02,272.005678103056,0.03,0,10,374.39,"",NA,2019-12-17 08:00:00
"418","Highland",2019-12-17 09:00:00,"Clear",0,0,20.92,12.56,14.31,0.75,1021.62,6.64,6.61,277.025485106827,0.02,0,10,373.6,"",NA,2019-12-17 09:00:00
"419","Highland",2019-12-17 10:00:00,"Clear",0,0,24.15,15.96,15.21,0.69,1021.54,7.14,7.14,264.013009117731,0.04,1,9.985,363.3,"",NA,2019-12-17 10:00:00
"420","Highland",2019-12-17 11:00:00,"Clear",0,0,26.15,17.49,16.42,0.66,1020.62,7.99,8.41,231.041074767778,0.19,1,10,348.02,"",NA,2019-12-17 11:00:00
"421","Highland",2019-12-17 12:00:00,"Partly Cloudy",0,0,27.79,18.97,17.18,0.64,1019.91,9.37,9.39,243.062107826963,0.42,1,10,339.91,"",NA,2019-12-17 12:00:00
"422","Highland",2019-12-17 13:00:00,"Partly Cloudy",0,0,29.31,20.38,17.7,0.62,1019.33,9.7,10.6,247.05194195121,0.43,1,10,334.9,"",NA,2019-12-17 13:00:00
"423","Highland",2019-12-17 14:00:00,"Clear",0,0,29.5,19.72,19.07,0.65,1018.97,11.85,20.47,240.055371661383,0.24,1,10,333.02,"",NA,2019-12-17 14:00:00
"424","Highland",2019-12-17 15:00:00,"Partly Cloudy",0,0,28.41,18.28,19.13,0.68,1018.75,12.19,12.79,246.011937801291,0.32,0,10,333.6,"",NA,2019-12-17 15:00:00
"425","Highland",2019-12-17 16:00:00,"Mostly Cloudy",0,0,27.58,16.94,19.98,0.73,1018.83,12.07,21.83,269.053493470044,0.72,0,10,337.78,"",NA,2019-12-17 16:00:00
"426","Highland",2019-12-17 17:00:00,"Overcast",0,0,25.95,15.6,19.37,0.76,1018.9,11.78,20.92,258.097516117183,0.89,0,9.966,344.2,"",NA,2019-12-17 17:00:00
"427","Highland",2019-12-17 18:00:00,"Overcast",0,0,26.52,15.67,19.2,0.74,1019.42,11.92,12.47,266.032978934263,0.88,0,9.979,349.1,"",NA,2019-12-17 18:00:00
"428","Highland",2019-12-17 19:00:00,"Mostly Cloudy",0,0,27.11,17.31,19.69,0.74,1019.44,10.45,12.1,260.079924741984,0.87,0,10,354.72,"",NA,2019-12-17 19:00:00
"429","Highland",2019-12-17 20:00:00,"Mostly Cloudy",0,0,27.32,17.48,19.91,0.74,1019.52,10.55,13.02,276.063798599591,0.83,0,10,360.63,"",NA,2019-12-17 20:00:00
"430","Highland",2019-12-17 21:00:00,"Mostly Cloudy",0,0,27.06,17.84,19.94,0.74,1019.55,9.61,13.09,264.076205948728,0.84,0,10,365.95,"",NA,2019-12-17 21:00:00
"431","Highland",2019-12-17 22:00:00,"Mostly Cloudy",0,0,26.74,17.15,20.62,0.77,1019.17,10.12,12.97,240.065794747553,0.85,0,10,370.78,"",NA,2019-12-17 22:00:00
"432","Highland",2019-12-17 23:00:00,"Mostly Cloudy",0,0,27.73,18.82,21.74,0.78,1019.07,9.59,12.2,300.043950779704,0.84,0,8.406,375.15,"",NA,2019-12-17 23:00:00
"433","Highland",2019-12-18 00:00:00,"Mostly Cloudy",0,0,26.77,17.77,20.52,0.78,1019.17,8.58,10.57,281.023497705911,0.72,0,9.953,370.89,"",NA,2019-12-18 00:00:00
"434","Highland",2019-12-18 01:00:00,"Partly Cloudy",0,0,25.97,16.29,18.37,0.73,1019.24,9.66,11.32,280.009356901675,0.55,0,10,369.56,"",NA,2019-12-18 01:00:00
"435","Highland",2019-12-18 02:00:00,"Partly Cloudy",0,0,24.76,15.03,14.74,0.66,1020.32,9.72,11.43,295.011324530556,0.49,0,10,367.77,"",NA,2019-12-18 02:00:00
"436","Highland",2019-12-18 03:00:00,"Partly Cloudy",0,0,23.66,13.1,12.42,0.63,1021.16,9.77,10.39,313.010092621246,0.42,0,10,365.89,"",NA,2019-12-18 03:00:00
"437","Highland",2019-12-18 04:00:00,"Partly Cloudy",0,0,20.38,8.03,7.8,0.58,1021.77,12.26,12.25,320.076734993935,0.35,0,10,365.9,"",NA,2019-12-18 04:00:00
"438","Highland",2019-12-18 05:00:00,"Partly Cloudy",0,0,18.12,5.92,4.02,0.53,1022.37,10.48,11.38,334.08373133122,0.33,0,10,366.15,"",NA,2019-12-18 05:00:00
"439","Highland",2019-12-18 06:00:00,"Clear",0,0,15.24,2.98,-2.38,0.45,1023.62,9.62,10.75,325.081761685705,0.04,0,10,365.8,"",NA,2019-12-18 06:00:00
"440","Highland",2019-12-18 07:00:00,"Clear",0,0,12.06,-0.97,-7.89,0.4,1024.94,9.85,10.89,324.088479716252,0.02,0,10,357.35,"",NA,2019-12-18 07:00:00
"441","Highland",2019-12-18 08:00:00,"Clear",0,0,11.53,-1.59,-10.36,0.36,1026.13,10.26,10.66,328.035876851486,0.1,0,10,355.77,"",NA,2019-12-18 08:00:00
"442","Highland",2019-12-18 09:00:00,"Clear",0,0,12.06,-0.67,-10.63,0.35,1027.38,9.5,10.77,321.067408812925,0.12,0,10,354.88,"",NA,2019-12-18 09:00:00
